StartDate,EndDate,Status_x,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q34,1.1,1.2,1.3,Q33,4.1,4.2,8.1,8.2,5.1,5.2,6.1,6.2,7.1,7.2,3.1,3.2,10.1,10.2,9.1,9.2,PROLIFIC_PID,Submission id,Participant id,Status_y,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Religious affiliation,Participation in regular religious activities,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
1/15/2025 4:00,1/15/2025 4:03,IP Address,41.122.16.246,100,199,TRUE,1/15/2025 4:03,R_2dN2axl2dHIc6Mq,,,,,-29.8556,31.0449,anonymous,ZH-T,66ab25e41c7397542ad74bbe,somewhat believe,undergraduate (college/University),Once a week,Yes,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,may increase,may increase,may increase,may increase,very likely to increase,very likely to increase,may increase,may increase,remain the same,stay the same,66ab25e41c7397542ad74bbe,6787791e1b5e0df3767e7ae2,66ab25e41c7397542ad74bbe,APPROVED,Not Applicable,2025-01-15T09:00:14.712000Z,2025-01-15T09:04:04.419000Z,2025-01-26T04:03:24.023000Z,2025-01-15T09:04:05.264485Z,230,NOCODE,5,"English, Hindi",Hinduism,Yes. Both public and private,46,Female,Asian,South Africa,South Africa,South Africa,English,No,Unemployed (and job seeking)
1/15/2025 4:00,1/15/2025 4:05,IP Address,41.114.144.182,100,294,TRUE,1/15/2025 4:05,R_8pxpLi0nyyfTLod,,,,,-33.91,18.4304,anonymous,ZH-T,66855234c390478323cc980d,strongly believe,undergraduate (college/University),Daily or more,Yes,very likely to decrease,remain the same,may decrease,remain the same,may decrease,very likely to decrease,may increase,remain the same,remain the same,may increase,may increase,may increase,may decrease,may increase,may decrease,may decrease,66855234c390478323cc980d,6787792aaf23a430976e9cd2,66855234c390478323cc980d,APPROVED,Not Applicable,2025-01-15T09:00:45.411000Z,2025-01-15T09:09:25.360000Z,2025-01-26T04:03:25.489000Z,2025-01-15T09:09:25.868407Z,520,no completion code,54,English,Hinduism,Yes. Both public and private,51,Female,Asian,South Africa,South Africa,South Africa,English,No,Full-Time
1/15/2025 4:02,1/15/2025 4:09,IP Address,106.213.84.177,100,438,TRUE,1/15/2025 4:09,R_4eXY1th0vHZLqAW,,,,,18.6161,73.7286,anonymous,ZH-T,66c6b4621e1fe0971f51e006,unsure,undergraduate (college/University),Daily or more,Yes,remain the same,very likely to increase,remain the same,remain the same,may decrease,may decrease,definitely increase,very likely to increase,remain the same,may increase,very likely to increase,may increase,definitely increase,may increase,very likely to decrease,stay the same,66c6b4621e1fe0971f51e006,6787797ba9c54aa6724f9d26,66c6b4621e1fe0971f51e006,APPROVED,Not Applicable,2025-01-15T09:01:58.297000Z,2025-01-15T09:10:06.101000Z,2025-01-26T04:03:25.986000Z,2025-01-15T09:10:06.832882Z,488,NOCODE,79,"Hindi, English",Hinduism,Yes. Both public and private,40,Female,Asian,India,India,India,Hindi,No,Other
1/15/2025 4:02,1/15/2025 4:10,IP Address,117.98.25.2,100,464,TRUE,1/15/2025 4:10,R_4ohToWdkjvYJnUf,,,,,28.652,77.1663,anonymous,ZH-T,66d0151547370abe693b0b4c,somewhat believe,graduate school (postgraduate),Daily or more,Yes,may decrease,very likely to increase,remain the same,very likely to increase,may decrease,may increase,very likely to increase,very likely to increase,very likely to increase,very likely to increase,very likely to increase,very likely to increase,remain the same,may increase,very likely to decrease,may increase,66d0151547370abe693b0b4c,678779a5d63aa31ba0ab72e1,66d0151547370abe693b0b4c,APPROVED,Not Applicable,2025-01-15T09:02:29.132000Z,2025-01-15T09:11:51.904000Z,2025-01-26T04:03:26.452000Z,2025-01-15T09:11:52.621788Z,563,NOCODE,51,"Hindi, English",Hinduism,Yes. Both public and private,26,Female,Asian,India,India,India,Hindi,No,Full-Time
1/15/2025 4:12,1/15/2025 4:14,IP Address,86.163.203.20,100,153,TRUE,1/15/2025 4:14,R_2VZCfkmxsHqlWr7,,,,,51.5828,-0.3448,anonymous,ZH-T,671ca49b40b37c7af16df81e,strongly believe,graduate school (postgraduate),Daily or more,Yes,very likely to decrease,may increase,may decrease,may decrease,may decrease,may decrease,may increase,remain the same,very likely to increase,remain the same,may increase,may increase,very likely to increase,very likely to increase,definitely decrease,definitely increase,671ca49b40b37c7af16df81e,67877bdad101f0ab6232185b,671ca49b40b37c7af16df81e,APPROVED,Not Applicable,2025-01-15T09:11:58.358000Z,2025-01-15T09:16:22.160000Z,2025-01-26T04:03:28.412000Z,2025-01-15T09:16:23.004037Z,264,NOCODE,49,English,Hinduism,Yes. Both public and private,40,Female,Asian,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
1/15/2025 4:14,1/15/2025 4:16,IP Address,86.163.203.20,100,69,TRUE,1/15/2025 4:16,R_8q32Ge2Q0sMMSJi,,,,,51.5828,-0.3448,anonymous,ZH-T,671ca49b40b37c7af16df81e,strongly believe,graduate school (postgraduate),Daily or more,Yes,very likely to decrease,very likely to decrease,may decrease,very likely to decrease,may decrease,may decrease,very likely to increase,very likely to increase,very likely to increase,definitely increase,may decrease,may decrease,remain the same,may increase,definitely decrease,may decrease,671ca49b40b37c7af16df81e,67877bdad101f0ab6232185b,671ca49b40b37c7af16df81e,APPROVED,Not Applicable,2025-01-15T09:11:58.358000Z,2025-01-15T09:16:22.160000Z,2025-01-26T04:03:28.412000Z,2025-01-15T09:16:23.004037Z,264,NOCODE,49,English,Hinduism,Yes. Both public and private,40,Female,Asian,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
1/15/2025 4:10,1/15/2025 4:16,IP Address,152.59.238.228,100,323,TRUE,1/15/2025 4:16,R_4Pna6QHF5ROxD33,,,,,17.3724,78.4378,anonymous,ZH-T,66cb3e461d3bc3f143a834bb,strongly believe,graduate school (postgraduate),Daily or more,Yes,remain the same,remain the same,may decrease,may increase,very likely to decrease,may decrease,very likely to increase,definitely increase,may increase,may increase,very likely to increase,very likely to increase,may increase,may increase,very likely to decrease,may decrease,66cb3e461d3bc3f143a834bb,67877b8788a0f7ae62cf7d1d,66cb3e461d3bc3f143a834bb,APPROVED,Not Applicable,2025-01-15T09:10:31.275000Z,2025-01-15T09:16:30.778000Z,2025-01-26T04:03:26.841000Z,2025-01-15T09:16:31.537867Z,360,NOCODE,68,"English, Telugu",Hinduism,Yes. Both public and private,37,Female,Asian,India,India,India,Telugu,No,Full-Time
1/15/2025 4:11,1/15/2025 4:17,IP Address,86.9.170.161,100,368,TRUE,1/15/2025 4:18,R_8bCxVNH2Fmt8IIF,,,,,51.6041,-0.1682,anonymous,ZH-T,66a17da1bbd16ce87902e439,somewhat believe,graduate school (postgraduate),Daily or more,Yes,may decrease,may decrease,definitely decrease,may increase,definitely decrease,definitely decrease,definitely increase,definitely increase,will definitely increase,definitely increase,definitely increase,definitely increase,very likely to increase,definitely increase,definitely decrease,stay the same,66a17da1bbd16ce87902e439,67877bc4de279db6440c029d,66a17da1bbd16ce87902e439,APPROVED,Not Applicable,2025-01-15T09:11:46.998000Z,2025-01-15T09:19:57.186000Z,2025-01-26T04:03:27.268000Z,2025-01-15T09:19:57.988963Z,491,NOCODE,441,"English, Hindi",Hinduism,Yes. Both public and private,44,Female,Asian,India,United Kingdom,United Kingdom,English,No,Full-Time
1/15/2025 4:11,1/15/2025 4:18,IP Address,194.75.88.71,100,362,TRUE,1/15/2025 4:18,R_2zXR857PjyU8tGq,,,,,51.2911,-1.0528,anonymous,ZH-T,673fdde3acac4ea91c9611ed,strongly believe,undergraduate (college/University),Daily or more,Yes,may decrease,definitely increase,remain the same,remain the same,may decrease,remain the same,may increase,remain the same,remain the same,remain the same,very likely to increase,definitely increase,very likely to increase,definitely increase,remain the same,may increase,673fdde3acac4ea91c9611ed,67877bd7164ba9cfe8bebed3,673fdde3acac4ea91c9611ed,APPROVED,Not Applicable,2025-01-15T09:11:56.198000Z,2025-01-15T09:18:29.971000Z,2025-01-26T04:03:27.950000Z,2025-01-15T09:18:30.528745Z,394,NOCODE,88,"English, Tamil, Telugu, Hindi",Hinduism,Yes. Both public and private,34,Female,Asian,India,United Kingdom,India,Telugu,No,Full-Time
1/15/2025 4:16,1/15/2025 4:21,IP Address,182.66.218.121,100,252,TRUE,1/15/2025 4:21,R_4MZipPReG84sQZr,,,,,12.9202,79.1306,anonymous,ZH-T,6637725bb8c26344d88019bb,strongly believe,graduate school (postgraduate),Once a few months,Yes,remain the same,definitely increase,remain the same,may decrease,may decrease,may increase,definitely increase,very likely to increase,very likely to increase,very likely to increase,very likely to increase,definitely increase,definitely increase,definitely increase,very likely to decrease,may decrease,6637725bb8c26344d88019bb,67877cfdadaa9b81294a7b2d,6637725bb8c26344d88019bb,APPROVED,Not Applicable,2025-01-15T09:16:54.723000Z,2025-01-15T09:21:35.906000Z,2025-01-26T04:03:28.863000Z,2025-01-15T09:21:36.588008Z,282,NOCODE,153,"Bengali, English, Hindi",Hinduism,Yes. Both public and private,53,Female,Asian,India,India,India,Bengali,Yes,Full-Time
1/15/2025 4:25,1/15/2025 4:30,IP Address,49.37.102.215,100,347,TRUE,1/15/2025 4:30,R_4pKFvd1e0kjydUO,,,,,26.1206,91.6523,anonymous,ZH-T,6633a4086b4ff16c14e59dc1,strongly believe,graduate school (postgraduate),Daily or more,Yes,remain the same,remain the same,remain the same,remain the same,remain the same,may increase,remain the same,may increase,will definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,remain the same,stay the same,6633a4086b4ff16c14e59dc1,67877ee9f5edc83361faea50,6633a4086b4ff16c14e59dc1,APPROVED,Not Applicable,2025-01-15T09:24:57.242000Z,2025-01-15T09:31:30.850000Z,2025-01-26T04:03:29.278000Z,2025-01-15T09:31:31.670116Z,394,NOCODE,113,"Bengali, English, Hindi",Hinduism,Yes. Both public and private,44,Female,Asian,India,India,India,Hindi,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
1/15/2025 4:34,1/15/2025 4:37,IP Address,81.110.223.212,100,225,TRUE,1/15/2025 4:37,R_22oredWV1Lvo6pT,,,,,55.9335,-3.254,anonymous,ZH-T,5ffcd4a0f5612d1aa450fc5c,somewhat believe,undergraduate (college/University),Once a week,Yes,may decrease,may increase,remain the same,may increase,may decrease,may increase,definitely increase,definitely increase,very likely to increase,very likely to increase,very likely to increase,may increase,remain the same,remain the same,may decrease,may increase,5ffcd4a0f5612d1aa450fc5c,6787810153b29860192d7e5a,5ffcd4a0f5612d1aa450fc5c,APPROVED,Not Applicable,2025-01-15T09:33:59.765000Z,2025-01-15T09:38:13.278000Z,2025-01-26T04:03:29.689000Z,2025-01-15T09:38:14.025470Z,254,NOCODE,112,"English, Hindi, Urdu, Punjabi",Hinduism,Yes. Both public and private,29,Male,Asian,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
1/15/2025 5:00,1/15/2025 5:03,IP Address,86.25.235.252,100,189,TRUE,1/15/2025 5:03,R_8RQYPDbAbnGAydl,,,,,52.9044,-1.2326,anonymous,ZH-T,67799193a3d54a5d852e1cc5,somewhat believe,undergraduate (college/University),Once a month,Yes,remain the same,may increase,remain the same,very likely to decrease,remain the same,may decrease,may increase,may increase,may increase,remain the same,may increase,very likely to increase,remain the same,remain the same,remain the same,may increase,67799193a3d54a5d852e1cc5,67878730f350168633900e1d,67799193a3d54a5d852e1cc5,APPROVED,Not Applicable,2025-01-15T10:00:16.305000Z,2025-01-15T10:04:02.011000Z,2025-01-26T04:03:30.143000Z,2025-01-15T10:04:02.743172Z,226,NOCODE,7,"English, Hindi, French",Hinduism,Yes. Both public and private,20,Female,Asian,India,United Kingdom,United Kingdom,Hindi,Yes,Part-Time
1/15/2025 5:03,1/15/2025 5:07,IP Address,90.242.29.146,100,228,TRUE,1/15/2025 5:07,R_8E73lDPmBm3UAkV,,,,,51.3981,-0.8735,anonymous,ZH-T,6728d76fc3571ea554038b69,somewhat believe,undergraduate (college/University),Once a month,Yes,may decrease,remain the same,very likely to decrease,very likely to decrease,very likely to decrease,may decrease,may increase,may increase,may increase,may increase,may increase,may increase,may increase,may increase,may decrease,may decrease,6728d76fc3571ea554038b69,678787dfd9fd7bd6c7a72a1b,6728d76fc3571ea554038b69,APPROVED,Not Applicable,2025-01-15T10:03:11.506000Z,2025-01-15T10:07:27.614000Z,2025-01-26T04:03:31.236000Z,2025-01-15T10:07:28.716071Z,257,NOCODE,85,English,Hinduism,Yes. Both public and private,26,Female,Asian,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
1/15/2025 5:05,1/15/2025 5:09,IP Address,211.30.135.207,100,193,TRUE,1/15/2025 5:09,R_4JNsJ9m6EJmLKvf,,,,,-27.4679,153.0325,anonymous,ZH-T,65620fdfa2d285a69c85464f,strongly believe,graduate school (postgraduate),Daily or more,Yes,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,may increase,remain the same,may increase,remain the same,may increase,remain the same,remain the same,remain the same,remain the same,stay the same,65620fdfa2d285a69c85464f,67878869192aaf65d1af2402,65620fdfa2d285a69c85464f,APPROVED,Not Applicable,2025-01-15T10:05:46.222000Z,2025-01-15T10:09:31.802000Z,2025-01-26T04:03:31.672000Z,2025-01-15T10:09:32.701864Z,226,NOCODE,198,"Bengali, Hindi, English, Urdu, Malayalam",Hinduism,Yes. Both public and private,37,Male,Asian,India,Australia,India,Bengali,No,Full-Time
1/15/2025 5:02,1/15/2025 5:16,IP Address,68.186.140.232,100,858,TRUE,1/15/2025 5:16,R_1TZhBJicYke1yJa,,,,,36.5246,-87.3465,anonymous,ZH-T,663e9572e6820841e1f0f60b,strongly believe,high school,Daily or more,Yes,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,stay the same,663e9572e6820841e1f0f60b,6787879d47edd82fc8900e22,663e9572e6820841e1f0f60b,APPROVED,Not Applicable,2025-01-15T10:02:05.461000Z,2025-01-15T10:16:52.393000Z,2025-01-26T04:03:30.536000Z,2025-01-15T10:16:53.893976Z,887,NOCODE,370,English,Hinduism,Yes. Both public and private,29,Female,Other,United States,United States,United States,English,No,Full-Time
1/15/2025 5:13,1/15/2025 5:19,IP Address,49.43.176.183,100,360,TRUE,1/15/2025 5:19,R_4q1Ll2m8fRu1daE,,,,,26.2692,73.009,anonymous,ZH-T,66c9ba7eb04f22f9c0bc0d34,strongly believe,undergraduate (college/University),Daily or more,Yes,very likely to decrease,may increase,may decrease,very likely to increase,very likely to decrease,may increase,definitely increase,definitely increase,very likely to increase,very likely to increase,very likely to increase,may increase,remain the same,very likely to increase,may decrease,may decrease,66c9ba7eb04f22f9c0bc0d34,67878a5a8e670096579ff1f6,66c9ba7eb04f22f9c0bc0d34,APPROVED,Not Applicable,2025-01-15T10:13:54.690000Z,2025-01-15T10:28:25.520000Z,2025-01-26T04:03:32.115000Z,2025-01-15T10:28:53.600639Z,871,NOCODE,27,"Hindi, English",Hinduism,Yes. Both public and private,31,Female,Asian,India,India,India,Hindi,No,Unemployed (and job seeking)
1/15/2025 5:21,1/15/2025 5:28,IP Address,41.123.98.90,100,420,TRUE,1/15/2025 5:28,R_2ITacBLOU9hfK0c,,,,,-29.8556,31.0449,anonymous,ZH-T,6637e178fcd0ee80277a5b02,somewhat believe,graduate school (postgraduate),Once a week,Yes,may decrease,very likely to decrease,very likely to decrease,very likely to decrease,very likely to decrease,very likely to decrease,very likely to increase,definitely increase,remain the same,may increase,may increase,very likely to increase,may increase,remain the same,may decrease,stay the same,6637e178fcd0ee80277a5b02,67878c179d323bc3f7bc77f3,6637e178fcd0ee80277a5b02,APPROVED,Not Applicable,2025-01-15T10:21:28.028000Z,2025-01-15T10:29:48.398000Z,2025-01-26T04:03:32.554000Z,2025-01-15T10:29:48.909071Z,501,6637e178fcd0ee80277a5b02,15,"Afrikaans, English",Hinduism,Yes. Both public and private,36,Female,Asian,South Africa,South Africa,South Africa,English,No,Full-Time
1/15/2025 5:27,1/15/2025 5:32,IP Address,31.205.91.45,100,274,TRUE,1/15/2025 5:32,R_8dFdvnl0v0v7AEo,,,,,53.8226,-1.568,anonymous,ZH-T,67634b37adbb218dea2df43e,strongly believe,graduate school (postgraduate),Once a week,Yes,remain the same,remain the same,remain the same,may increase,remain the same,may increase,very likely to increase,definitely increase,very likely to increase,definitely increase,definitely increase,definitely increase,definitely increase,very likely to increase,remain the same,stay the same,67634b37adbb218dea2df43e,67878d97ec37acd5758e527a,67634b37adbb218dea2df43e,APPROVED,Not Applicable,2025-01-15T10:27:44.355000Z,2025-01-15T10:32:46.354000Z,2025-01-26T04:03:33.507000Z,2025-01-15T10:32:46.817631Z,302,NOCODE,45,"English, Hindi, Telugu",Hinduism,Yes. Both public and private,21,Male,Asian,India,United Kingdom,India,Telugu,Yes,Unemployed (and job seeking)
1/15/2025 5:48,1/15/2025 5:56,IP Address,179.125.34.47,100,461,TRUE,1/15/2025 5:56,R_1I5kbMQDeORB9AB,,,,,-25.1414,-50.087,anonymous,ZH-T,66250cc06d9e1d1406cd3605,somewhat believe,graduate school (postgraduate),Once a few months,Yes,may decrease,remain the same,may increase,may increase,may increase,very likely to increase,definitely increase,definitely increase,very likely to increase,may increase,very likely to increase,may increase,remain the same,may increase,very likely to decrease,stay the same,66250cc06d9e1d1406cd3605,678792772ec2ba4f930a5b05,66250cc06d9e1d1406cd3605,TIMED-OUT,Not Applicable,2025-01-15T10:48:23.010000Z,,,,926113,,22,"English, Portuguese",Hinduism,Yes. Both public and private,28,Male,White,Brazil,Brazil,Brazil,Portuguese,No,Full-Time
1/15/2025 5:55,1/15/2025 5:58,IP Address,90.248.227.59,100,189,TRUE,1/15/2025 5:58,R_8JRVU6DsIb8uq7H,,,,,51.7554,-0.487,anonymous,ZH-T,60d61b5bed27cdc177609d55,strongly believe,undergraduate (college/University),Once a month,Yes,remain the same,may increase,remain the same,definitely increase,remain the same,very likely to increase,very likely to increase,very likely to increase,will definitely increase,may increase,may increase,may increase,may increase,definitely increase,remain the same,definitely increase,60d61b5bed27cdc177609d55,67879402cedf4a697c7e9092,60d61b5bed27cdc177609d55,APPROVED,Not Applicable,2025-01-15T10:55:02.187000Z,2025-01-15T10:58:24.422000Z,2025-01-26T04:03:34.352000Z,2025-01-15T10:58:25.441318Z,203,NOCODE,121,"Tamil, English",Hinduism,Yes. Both public and private,21,Female,Asian,United Kingdom,United Kingdom,United Kingdom,Tamil,Yes,Part-Time
1/15/2025 5:52,1/15/2025 6:00,IP Address,105.0.4.180,100,463,TRUE,1/15/2025 6:00,R_2XLGGqoMIwyJieJ,,,,,-29.9056,30.9405,anonymous,ZH-T,66855ec6b158bcc625c1113d,strongly believe,undergraduate (college/University),Once a week,Yes,remain the same,may increase,remain the same,remain the same,remain the same,may increase,definitely increase,definitely increase,will definitely increase,definitely increase,remain the same,definitely increase,very likely to increase,definitely increase,remain the same,very likely to increase,66855ec6b158bcc625c1113d,678793589588fe6411049095,66855ec6b158bcc625c1113d,APPROVED,Not Applicable,2025-01-15T10:52:08.599000Z,2025-01-15T11:00:54.726000Z,2025-01-26T04:03:33.924000Z,2025-01-15T11:01:18.759490Z,527,NOCODE,3,English,Hinduism,Yes. Both public and private,51,Male,Other,South Africa,South Africa,South Africa,English,No,Full-Time
1/15/2025 6:05,1/15/2025 6:15,IP Address,47.55.209.227,100,626,TRUE,1/15/2025 6:15,R_3SUIVtBk71nrXH3,,,,,47.5982,-52.6903,anonymous,ZH-T,6608914ed1513b14fb827ca4,strongly believe,undergraduate (college/University),Once a few months,Yes,remain the same,may increase,remain the same,remain the same,remain the same,may increase,remain the same,remain the same,very likely to increase,remain the same,remain the same,remain the same,remain the same,remain the same,may increase,may increase,6608914ed1513b14fb827ca4,6787967095f9718a779a8445,6608914ed1513b14fb827ca4,APPROVED,Not Applicable,2025-01-15T11:05:24.713000Z,2025-01-15T11:16:25.225000Z,2025-01-26T04:03:34.651000Z,2025-01-15T11:16:26.689721Z,661,NOCODE,406,"English, Hindi, Malayalam",Hinduism,Yes. Both public and private,44,Male,Asian,India,Canada,India,English,No,Full-Time
1/15/2025 6:23,1/15/2025 6:26,IP Address,41.123.67.9,100,185,TRUE,1/15/2025 6:26,R_8EhOu9cbmMO6Ozy,,,,,-29.8556,31.0449,anonymous,ZH-T,60f1bbd624d5451a443130da,strongly believe,graduate school (postgraduate),Once a month,Yes,may decrease,may decrease,may decrease,may decrease,may decrease,may decrease,may increase,may increase,will definitely increase,definitely increase,remain the same,remain the same,remain the same,remain the same,may decrease,may decrease,60f1bbd624d5451a443130da,67879abbbc69b399d9d05ee6,60f1bbd624d5451a443130da,TIMED-OUT,Not Applicable,2025-01-15T11:23:39.153000Z,,,,923997,,383,English,Hinduism,Yes. Both public and private,28,Female,Asian,South Africa,South Africa,South Africa,English,Yes,Full-Time
1/15/2025 6:37,1/15/2025 6:44,IP Address,105.228.35.148,100,451,TRUE,1/15/2025 6:44,R_89b8CmKq4oAdHiy,,,,,-29.8556,31.0449,anonymous,ZH-T,60e4293871b346cfa6da3b81,somewhat disbelieve,graduate school (postgraduate),2-3 times a year,Yes,may decrease,may increase,very likely to decrease,remain the same,very likely to decrease,may increase,definitely increase,definitely increase,very likely to increase,very likely to increase,very likely to increase,definitely increase,very likely to increase,definitely increase,very likely to decrease,stay the same,60e4293871b346cfa6da3b81,67879dd1f52369025da128b6,60e4293871b346cfa6da3b81,APPROVED,Not Applicable,2025-01-15T11:36:49.538000Z,2025-01-15T11:45:34.443000Z,2025-01-26T04:03:34.975000Z,2025-01-15T11:46:10.157919Z,525,NOCODE,56,English,Hinduism,Yes. Both public and private,24,Female,Asian,South Africa,South Africa,South Africa,English,No,Full-Time
1/15/2025 6:42,1/15/2025 6:46,IP Address,82.132.216.154,100,246,TRUE,1/15/2025 6:46,R_8vfhZoAEVoqxpV8,,,,,55.9632,-3.2546,anonymous,ZH-T,6702724366ac1372a287cfd0,somewhat believe,undergraduate (college/University),Once a month,Yes,remain the same,may increase,remain the same,remain the same,may decrease,may decrease,definitely increase,very likely to increase,may increase,remain the same,may increase,remain the same,remain the same,remain the same,may decrease,stay the same,6702724366ac1372a287cfd0,67879f24411afd3932302a03,6702724366ac1372a287cfd0,APPROVED,Not Applicable,2025-01-15T11:42:33.104000Z,2025-01-15T11:46:54.157000Z,2025-01-26T04:03:35.566000Z,2025-01-15T11:46:54.743195Z,262,NOCODE,205,"English, German, Tamil",Hinduism,Yes. Both public and private,31,Male,Asian,Germany,United Kingdom,DATA_EXPIRED,English,No,Full-Time
1/15/2025 6:47,1/15/2025 6:49,IP Address,31.94.64.4,100,130,TRUE,1/15/2025 6:49,R_8tydh9jw9gySqdv,,,,,51.5708,-0.1033,anonymous,ZH-T,55a8fcf3fdf99b51d6621cc0,strongly disbelieve,graduate school (postgraduate),Almost never,Yes,may decrease,may decrease,remain the same,remain the same,remain the same,remain the same,very likely to increase,very likely to increase,very likely to increase,may increase,very likely to increase,very likely to increase,very likely to increase,very likely to increase,may decrease,may decrease,55a8fcf3fdf99b51d6621cc0,6787a0495ee8fee489aa3206,55a8fcf3fdf99b51d6621cc0,APPROVED,Not Applicable,2025-01-15T11:47:21.552000Z,2025-01-15T11:50:03.138000Z,2025-01-26T04:03:35.862000Z,2025-01-15T11:50:04.452577Z,162,No code given,17,"English, Japanese",Hinduism,Yes. Both public and private,29,Female,Asian,India,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
1/15/2025 6:42,1/15/2025 6:52,IP Address,96.49.249.14,100,586,TRUE,1/15/2025 6:52,R_3LbwACp7ftCA7qt,,,,,49.1836,-123.1164,anonymous,ZH-T,65b4593cebd7ddf2c4c19b4c,strongly believe,undergraduate (college/University),Once a week,Yes,may decrease,remain the same,may decrease,may decrease,remain the same,may decrease,may increase,may increase,may increase,may increase,remain the same,remain the same,may increase,may increase,may decrease,very likely to decrease,65b4593cebd7ddf2c4c19b4c,67879f16072ca32387241236,65b4593cebd7ddf2c4c19b4c,APPROVED,Not Applicable,2025-01-15T11:42:33.064000Z,2025-01-15T11:53:35.594000Z,2025-01-26T04:03:35.267000Z,2025-01-15T11:56:05.798389Z,663,NOCODE,80,"English, Hindi",Hinduism,Yes. Both public and private,21,Female,Asian,Canada,Canada,Canada,English,Yes,DATA_EXPIRED
1/15/2025 6:52,1/15/2025 6:52,IP Address,96.49.249.14,5,4,FALSE,1/22/2025 6:52,R_1jxofNP4KXf2Zrj,,,,,49.1836,-123.1164,anonymous,ZH-T,65b4593cebd7ddf2c4c19b4c,,,,,,,,,,,,,,,,,,,,,65b4593cebd7ddf2c4c19b4c,67879f16072ca32387241236,65b4593cebd7ddf2c4c19b4c,APPROVED,Not Applicable,2025-01-15T11:42:33.064000Z,2025-01-15T11:53:35.594000Z,2025-01-26T04:03:35.267000Z,2025-01-15T11:56:05.798389Z,663,NOCODE,80,"English, Hindi",Hinduism,Yes. Both public and private,21,Female,Asian,Canada,Canada,Canada,English,Yes,DATA_EXPIRED
1/15/2025 6:52,1/15/2025 7:01,IP Address,41.144.97.165,100,555,TRUE,1/15/2025 7:01,R_2oLnzcip9Vhns8V,,,,,-29.8556,31.0449,anonymous,ZH-T,6735ae6d04926af3a101f439,strongly believe,undergraduate (college/University),Daily or more,Yes,may decrease,remain the same,definitely decrease,may increase,may decrease,may increase,definitely increase,very likely to increase,will definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely decrease,stay the same,6735ae6d04926af3a101f439,6787a16cfbb82e9aaed48e76,6735ae6d04926af3a101f439,APPROVED,Not Applicable,2025-01-15T11:52:12.346000Z,2025-01-15T12:09:19.370000Z,2025-01-26T04:03:36.153000Z,2025-01-15T12:09:21.398199Z,1028,NOCODE,1,English,Hinduism,Yes. Both public and private,55,Female,Asian,South Africa,South Africa,South Africa,English,No,Unemployed (and job seeking)
1/15/2025 7:02,1/15/2025 7:02,IP Address,41.144.97.165,5,6,FALSE,1/22/2025 7:02,R_2SzEajNtWHq6QI9,,,,,-29.8556,31.0449,anonymous,ZH-T,6735ae6d04926af3a101f439,,,,,,,,,,,,,,,,,,,,,6735ae6d04926af3a101f439,6787a16cfbb82e9aaed48e76,6735ae6d04926af3a101f439,APPROVED,Not Applicable,2025-01-15T11:52:12.346000Z,2025-01-15T12:09:19.370000Z,2025-01-26T04:03:36.153000Z,2025-01-15T12:09:21.398199Z,1028,NOCODE,1,English,Hinduism,Yes. Both public and private,55,Female,Asian,South Africa,South Africa,South Africa,English,No,Unemployed (and job seeking)
1/15/2025 6:56,1/15/2025 7:08,IP Address,82.74.176.231,100,713,TRUE,1/15/2025 7:08,R_22Q4UItFvZPBmQw,,,,,52.2865,6.8304,anonymous,ZH-T,657b267b8bed5e4053213320,strongly believe,undergraduate (college/University),Once a week,Yes,remain the same,may increase,remain the same,may increase,remain the same,may increase,very likely to increase,may increase,very likely to increase,very likely to increase,very likely to increase,may increase,may increase,may increase,remain the same,very likely to increase,657b267b8bed5e4053213320,6787a252fc5393d5a8be2cea,657b267b8bed5e4053213320,APPROVED,Not Applicable,2025-01-15T11:56:26.333000Z,2025-01-15T12:08:46.819000Z,2025-01-26T04:03:36.457000Z,2025-01-15T12:08:47.651237Z,741,NOCODE,236,"Dutch, English, German, Urdu, Telugu, Gujarati, Punjabi",Hinduism,Yes. Both public and private,34,Female,Asian,India,Netherlands,India,English,No,Full-Time
