,StartDate,EndDate,Status_x,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q34,1.1,1.2,1.3,Q33,4.1,4.2,8.1,8.2,5.1,5.2,6.1,6.2,7.1,7.2,3.1,3.2,10.1,10.2,9.1,9.2,PROLIFIC_PID,Submission id,Participant id,Status_y,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Religious affiliation,Participation in regular religious activities,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
55,2025-03-04 07:37:02,2025-03-04 07:43:53,IP Address,168.158.101.18,100,410,True,2025-03-04 07:43:53,R_6ykicWoLXpvScmO,,,,,33.3874,-112.0998,anonymous,ZH-T,67aa80c774c81448a3876d15,strongly believe,graduate school (postgraduate),Daily or more,Yes,may increase,may increase,remain the same,may increase,remain the same,may increase,definitely increase,definitely increase,very likely to increase,very likely to increase,very likely to increase,very likely to increase,may increase,may increase,remain the same,remain the same,67aa80c774c81448a3876d15,67c6f39a8c828f011921cb5e,67aa80c774c81448a3876d15,AWAITING REVIEW,Not Applicable,2025-03-04T12:36:57.101000Z,2025-03-04T12:44:45.830000Z,,2025-03-04T12:44:46.393349Z,469.0,NOCODE,171,English,Hinduism,Yes. Both public and private,24,Female,White,United States,United States,United States,English,Yes,Part-Time
56,2025-03-04 07:48:25,2025-03-04 07:51:07,IP Address,172.56.221.164,100,161,True,2025-03-04 07:51:07,R_64o2DZ7gm6Ifexi,,,,,40.0345,-75.1193,anonymous,ZH-T,6710229227bead028cf87729,somewhat believe,undergraduate (college/University),Daily or more,Yes,very likely to decrease,may decrease,definitely decrease,may decrease,definitely decrease,very likely to decrease,very likely to increase,very likely to increase,very likely to increase,very likely to increase,definitely increase,definitely increase,very likely to increase,very likely to increase,definitely decrease,definitely decrease,6710229227bead028cf87729,67c6f69491f74dc325bcded4,6710229227bead028cf87729,AWAITING REVIEW,Not Applicable,2025-03-04T12:48:23.930000Z,2025-03-04T12:51:20.214000Z,,2025-03-04T12:51:21.058236Z,177.0,NOCODE,272,English,Hinduism,Yes. Private only,20,Female,Asian,United States,United States,India,English,Yes,Other
57,2025-03-04 07:49:46,2025-03-04 07:52:32,IP Address,73.213.50.234,100,166,True,2025-03-04 07:52:33,R_7f71NCXcC2bZzAt,,,,,39.3641,-77.4622,anonymous,ZH-T,671e5fd361d7b730c2e1ce2f,strongly believe,undergraduate (college/University),Daily or more,Yes,remain the same,may increase,remain the same,remain the same,remain the same,remain the same,very likely to increase,remain the same,very likely to increase,remain the same,very likely to increase,may increase,very likely to increase,very likely to increase,remain the same,very likely to increase,671e5fd361d7b730c2e1ce2f,67c6f6e2dc864edbcb38af1e,671e5fd361d7b730c2e1ce2f,AWAITING REVIEW,Not Applicable,2025-03-04T12:49:43.270000Z,2025-03-04T12:52:46.304000Z,,2025-03-04T12:52:46.912811Z,184.0,NOCODE,558,"English, Nepali, Hindi",Hinduism,Yes. Private only,27,Female,Asian,Nepal,United States,United States,English,Yes,Full-Time
58,2025-03-04 07:55:54,2025-03-04 07:58:11,IP Address,31.182.61.2,100,136,True,2025-03-04 07:58:12,R_8P7Wy090BQ6Dib3,,,,,51.7602,19.4752,anonymous,ZH-T,6658924f08e2d44fdf5a6a67,somewhat disbelieve,undergraduate (college/University),2-3 times a year,Yes,may decrease,definitely decrease,definitely decrease,definitely decrease,remain the same,definitely decrease,may increase,remain the same,remain the same,remain the same,remain the same,may increase,remain the same,remain the same,definitely decrease,definitely decrease,6658924f08e2d44fdf5a6a67,67c6f85894451c79eebc0ece,6658924f08e2d44fdf5a6a67,AWAITING REVIEW,Not Applicable,2025-03-04T12:55:52.064000Z,2025-03-04T12:58:44.477000Z,,2025-03-04T12:58:45.305493Z,173.0,NOCODE,23,"English, Hindi, French, Other",Hinduism,Yes. Private only,20,Male,Asian,India,Poland,India,English,Yes,Part-Time
59,2025-03-04 07:57:33,2025-03-04 08:01:31,IP Address,142.180.213.90,100,237,True,2025-03-04 08:01:31,R_6jd1I7lLfpAJZUl,,,,,44.3546,-79.6889,anonymous,ZH-T,664a02c6e6649d6d3e4ca7a9,somewhat believe,graduate school (postgraduate),Once a few months,Yes,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,may increase,remain the same,may increase,remain the same,may increase,may increase,remain the same,remain the same,may decrease,remain the same,664a02c6e6649d6d3e4ca7a9,67c6f8a709c2bc0a4363df48,664a02c6e6649d6d3e4ca7a9,AWAITING REVIEW,Not Applicable,2025-03-04T12:57:27.583000Z,2025-03-04T13:02:00.463000Z,,2025-03-04T13:02:01.169669Z,273.0,NOCODE,209,English,Hinduism,Yes. Private only,39,Female,Asian,India,Canada,India,English,No,Full-Time
60,2025-03-04 07:56:47,2025-03-04 08:01:55,IP Address,41.132.40.117,100,308,True,2025-03-04 08:01:56,R_24dc3PnV6nK1wyN,,,,,-29.8427,31.0141,anonymous,ZH-T,678ff2066ba76e8f08688ec6678ff2066ba76e8f08688ec6,strongly believe,high school,Daily or more,Yes,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,may increase,may increase,may increase,may increase,remain the same,may increase,may increase,may increase,remain the same,remain the same,678ff2066ba76e8f08688ec6,67c6f87ad3433dc9490d2bca,678ff2066ba76e8f08688ec6,AWAITING REVIEW,Not Applicable,2025-03-04T12:56:41.951000Z,2025-03-04T13:02:40.698000Z,,2025-03-04T13:02:41.314093Z,359.0,NOCODE,5,English,Hinduism,Yes. Private only,58,Female,Asian,South Africa,South Africa,South Africa,English,No,Unemployed (and job seeking)
61,2025-03-04 08:01:21,2025-03-04 08:03:24,IP Address,86.149.218.224,100,122,True,2025-03-04 08:03:27,R_2UjurrK4Vr4jqUh,,,,,51.5494,-0.3664,anonymous,ZH-T,67672443f9f61aa7df755b69,somewhat believe,undergraduate (college/University),Once a month,Yes,remain the same,very likely to increase,remain the same,may decrease,definitely decrease,definitely decrease,definitely increase,definitely increase,very likely to increase,very likely to increase,very likely to increase,very likely to increase,definitely increase,very likely to increase,definitely decrease,definitely decrease,67672443f9f61aa7df755b69,67c6f99f2f7dc80d03484a3a,67672443f9f61aa7df755b69,AWAITING REVIEW,Not Applicable,2025-03-04T13:01:19.380000Z,2025-03-04T13:03:55.443000Z,,2025-03-04T13:03:56.107893Z,157.0,NOCODE,12,"English, Tamil",Hinduism,Yes. Both public and private,28,Male,Asian,India,United Kingdom,United Kingdom,English,No,Full-Time
62,2025-03-04 08:00:09,2025-03-04 08:08:08,IP Address,82.38.17.203,100,478,True,2025-03-04 08:08:09,R_85DMkO2vCAI5rJD,,,,,51.3488,-0.0321,anonymous,ZH-T,677c0cbeec510c0693fc5923,strongly believe,vocational/technical school,Daily or more,Yes,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,may increase,may increase,may increase,may increase,may increase,very likely to increase,may increase,may increase,remain the same,remain the same,677c0cbeec510c0693fc5923,67c6f8fc56a06052ab5a8f70,677c0cbeec510c0693fc5923,AWAITING REVIEW,Not Applicable,2025-03-04T12:59:28.753000Z,2025-03-04T13:08:54.722000Z,,2025-03-04T13:08:55.360685Z,566.0,NOCODE,115,"English, Gujarati",Hinduism,Yes. Private only,61,Female,Asian,Kenya,United Kingdom,United Kingdom,Gujarati,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
63,2025-03-04 08:07:40,2025-03-04 08:10:40,IP Address,86.133.229.249,100,180,True,2025-03-04 08:10:41,R_8EVAhN9LD2tj8pH,,,,,51.5368,-0.6718,anonymous,ZH-T,67657ca922a47a42f998fe0e,strongly believe,undergraduate (college/University),Daily or more,Yes,remain the same,remain the same,remain the same,may decrease,remain the same,may decrease,very likely to increase,very likely to increase,very likely to increase,very likely to increase,very likely to increase,very likely to increase,remain the same,may increase,remain the same,remain the same,67657ca922a47a42f998fe0e,67c6fb14a81f55eac9558f23,67657ca922a47a42f998fe0e,AWAITING REVIEW,Not Applicable,2025-03-04T13:07:37.328000Z,2025-03-04T13:11:08.556000Z,,2025-03-04T13:11:09.208215Z,212.0,NOCODE,47,English,Hinduism,Yes. Both public and private,21,Female,Asian,United Kingdom,United Kingdom,United Kingdom,English,Yes,Other
64,2025-03-04 08:11:16,2025-03-04 08:12:30,IP Address,72.189.2.5,100,74,True,2025-03-04 08:12:31,R_1GqQtGoKVwPDw2Z,,,,,28.5978,-81.3024,anonymous,ZH-T,66995f77ccc7ef3ce5a5a2eb,strongly believe,graduate school (postgraduate),Once a week,Yes,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,66995f77ccc7ef3ce5a5a2eb,67c6fbeaf227d198a8e503c5,66995f77ccc7ef3ce5a5a2eb,AWAITING REVIEW,Not Applicable,2025-03-04T13:11:14.149000Z,2025-03-04T13:12:47.905000Z,,2025-03-04T13:12:48.552214Z,94.0,NOCODE,411,"English, Hindi, Nepali",Hinduism,Yes. Private only,35,Female,Asian,Nepal,United States,Nepal,Nepali,No,Full-Time
65,2025-03-04 08:15:39,2025-03-04 08:21:00,IP Address,196.210.72.67,100,320,True,2025-03-04 08:21:01,R_4q7XfHl1RQt5G1f,,,,,-29.8427,31.0141,anonymous,ZH-T,6499935fa068f398795b7aa9,somewhat believe,undergraduate (college/University),Once a few months,Yes,remain the same,may increase,remain the same,remain the same,may decrease,remain the same,may increase,remain the same,may increase,remain the same,may increase,remain the same,remain the same,remain the same,may decrease,remain the same,6499935fa068f398795b7aa9,67c6fce00742c0bc2f501643,6499935fa068f398795b7aa9,AWAITING REVIEW,Not Applicable,2025-03-04T13:15:25.988000Z,2025-03-04T13:21:44.149000Z,,2025-03-04T13:21:45.099822Z,379.0,NOCODE,131,English,Hinduism,Yes. Private only,46,Female,Asian,South Africa,South Africa,South Africa,English,No,Part-Time
66,2025-03-04 08:27:25,2025-03-04 08:30:17,IP Address,5.151.132.44,100,171,True,2025-03-04 08:30:18,R_2mceIeINXlJY18d,,,,,52.4606,-1.9238,anonymous,ZH-T,6764d8c9aaf6f9510d1c68a9,strongly believe,high school,Once a week,Yes,remain the same,remain the same,may decrease,remain the same,remain the same,very likely to increase,very likely to increase,definitely increase,remain the same,remain the same,may increase,may increase,remain the same,remain the same,may decrease,remain the same,6764d8c9aaf6f9510d1c68a9,67c6ffb0dc04a9f766eeabd1,6764d8c9aaf6f9510d1c68a9,AWAITING REVIEW,Not Applicable,2025-03-04T13:27:23.969000Z,2025-03-04T13:30:35.964000Z,,2025-03-04T13:30:36.643743Z,192.0,NOCODE,46,"English, Other",Hinduism,Yes. Private only,19,Male,Asian,United Kingdom,United Kingdom,United Kingdom,English,Yes,Unemployed (and job seeking)
67,2025-03-04 08:23:54,2025-03-04 08:30:38,IP Address,47.11.129.114,100,403,True,2025-03-04 08:30:39,R_4DjQv2Gy7FARtVN,,,,,26.7084,88.4318,anonymous,ZH-T,65f56efeee786cff7aa2245a,strongly believe,high school,Daily or more,Yes,remain the same,definitely increase,very likely to decrease,definitely increase,may increase,very likely to increase,definitely increase,definitely increase,very likely to decrease,may increase,definitely increase,definitely increase,very likely to decrease,may decrease,very likely to decrease,very likely to decrease,65f56efeee786cff7aa2245a,67c6fed14abd6f45f29d8baa,65f56efeee786cff7aa2245a,AWAITING REVIEW,Not Applicable,2025-03-04T13:23:50.751000Z,2025-03-04T13:32:59.770000Z,,2025-03-04T13:33:00.416016Z,550.0,They didn't give me the code,60,"English, Hindi",Hinduism,Yes. Private only,21,Female,Asian,India,India,India,Hindi,Yes,Full-Time
68,2025-03-04 08:31:11,2025-03-04 08:32:26,IP Address,47.11.129.114,100,74,True,2025-03-04 08:32:26,R_4xSCO0XjqhHCtjz,,,,,26.7084,88.4318,anonymous,ZH-T,65f56efeee786cff7aa2245a,strongly believe,high school,Daily or more,Yes,definitely decrease,remain the same,very likely to decrease,very likely to decrease,definitely decrease,remain the same,very likely to decrease,may increase,definitely decrease,very likely to decrease,very likely to decrease,may increase,definitely decrease,remain the same,may decrease,may increase,65f56efeee786cff7aa2245a,67c6fed14abd6f45f29d8baa,65f56efeee786cff7aa2245a,AWAITING REVIEW,Not Applicable,2025-03-04T13:23:50.751000Z,2025-03-04T13:32:59.770000Z,,2025-03-04T13:33:00.416016Z,550.0,They didn't give me the code,60,"English, Hindi",Hinduism,Yes. Private only,21,Female,Asian,India,India,India,Hindi,Yes,Full-Time
69,2025-03-04 08:30:24,2025-03-04 08:32:56,IP Address,169.0.47.19,100,151,True,2025-03-04 08:32:56,R_8ln5oSoQYYWJQFJ,,,,,-29.8553,31.0428,anonymous,ZH-T,60ea1800e3a449533694bc96,strongly believe,undergraduate (college/University),Daily or more,Yes,may decrease,may decrease,definitely decrease,definitely decrease,definitely decrease,definitely decrease,remain the same,remain the same,may increase,remain the same,may increase,may increase,remain the same,very likely to increase,definitely decrease,definitely decrease,60ea1800e3a449533694bc96,67c7005f46a5832a2212fb6e,60ea1800e3a449533694bc96,AWAITING REVIEW,Not Applicable,2025-03-04T13:30:17.220000Z,2025-03-04T13:33:32.148000Z,,2025-03-04T13:33:32.731605Z,195.0,NOCODE,241,English,Hinduism,Yes. Public only,30,Female,Asian,South Africa,South Africa,South Africa,English,Yes,Full-Time
70,2025-03-04 08:33:59,2025-03-04 08:42:43,IP Address,107.141.31.118,100,524,True,2025-03-04 08:42:44,R_6C9OmMPplYdwjM2,,,,,32.926,-96.9666,anonymous,ZH-T,5ddafb0f2e4a05a5ff7759c9,strongly believe,graduate school (postgraduate),Daily or more,Yes,remain the same,remain the same,may decrease,remain the same,remain the same,remain the same,definitely increase,remain the same,definitely increase,may increase,very likely to increase,definitely increase,may increase,remain the same,may decrease,remain the same,5ddafb0f2e4a05a5ff7759c9,67c7013ad775ddb474454540,5ddafb0f2e4a05a5ff7759c9,AWAITING REVIEW,Not Applicable,2025-03-04T13:33:55.295000Z,2025-03-04T13:43:03.592000Z,,2025-03-04T13:43:04.499214Z,549.0,NOCODE,4299,"English, Hindi, Urdu",Hinduism,Yes. Both public and private,48,Female,Asian,India,United States,United States,Hindi,No,Full-Time
71,2025-03-04 08:44:17,2025-03-04 08:49:05,IP Address,196.39.11.177,100,288,True,2025-03-04 08:49:06,R_8iqF5wBW0CLB3cq,,,,,-26.2309,28.0583,anonymous,ZH-T,6644bfb916a9e709abb5b8ec,somewhat believe,vocational/technical school,2-3 times a year,Yes,very likely to increase,definitely increase,may decrease,may increase,may decrease,may increase,very likely to increase,very likely to increase,very likely to increase,very likely to increase,very likely to increase,very likely to increase,may increase,very likely to increase,may decrease,may increase,6644bfb916a9e709abb5b8ec,67c703a69d9febc893c99d5f,6644bfb916a9e709abb5b8ec,AWAITING REVIEW,Not Applicable,2025-03-04T13:44:13.982000Z,2025-03-04T13:49:20.009000Z,,2025-03-04T13:49:20.701319Z,307.0,NOCODE,88,English,Hinduism,Yes. Private only,38,Male,Asian,South Africa,South Africa,South Africa,English,No,Full-Time
72,2025-03-04 08:49:16,2025-03-04 08:55:47,IP Address,152.56.13.83,100,390,True,2025-03-04 08:55:48,R_95zRObf4FH3uIdF,,,,,19.8776,75.3423,anonymous,ZH-T,65f335ba737e19c6aad352aa,strongly believe,graduate school (postgraduate),Once a week,Yes,remain the same,very likely to increase,remain the same,definitely increase,remain the same,very likely to increase,definitely increase,very likely to increase,very likely to increase,very likely to increase,remain the same,very likely to increase,definitely increase,definitely increase,remain the same,definitely increase,65f335ba737e19c6aad352aa,67c704d88a3dcb513ba48763,65f335ba737e19c6aad352aa,AWAITING REVIEW,Not Applicable,2025-03-04T13:49:12.455000Z,2025-03-04T13:56:07.707000Z,,2025-03-04T13:56:08.721731Z,416.0,NOCODE,212,"Hindi, English",Hinduism,Yes. Public only,25,Male,Asian,India,India,India,Hindi,No,Part-Time
73,2025-03-04 08:59:20,2025-03-04 09:04:19,IP Address,37.203.152.5,100,299,True,2025-03-04 09:04:20,R_2E5fB8x9JoOeXOq,,,,,51.5538,-0.3102,anonymous,ZH-T,676c2ed998898d1fbd349e4e,strongly believe,graduate school (postgraduate),Once a week,Yes,remain the same,very likely to increase,remain the same,definitely increase,remain the same,definitely increase,very likely to increase,definitely increase,may increase,definitely increase,definitely increase,definitely increase,remain the same,very likely to increase,remain the same,definitely increase,676c2ed998898d1fbd349e4e,67c707247902c5218adb68b4,676c2ed998898d1fbd349e4e,AWAITING REVIEW,Not Applicable,2025-03-04T13:59:11.232000Z,2025-03-04T14:07:36.766000Z,,2025-03-04T14:07:37.756163Z,506.0,NOCODE,2,"English, Hindi, Gujarati",Hinduism,Yes. Private only,30,Female,Asian,India,United Kingdom,India,Gujarati,Yes,Part-Time
74,2025-03-04 09:03:20,2025-03-04 09:05:52,IP Address,73.237.179.246,100,151,True,2025-03-04 09:05:52,R_3tJ7FfmdBm68Og4,,,,,33.8486,-84.3557,anonymous,ZH-T,678d97abed191932719e540e,somewhat believe,undergraduate (college/University),2-3 times a year,Yes,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,678d97abed191932719e540e,67c708188349346bd3b2cf3c,678d97abed191932719e540e,AWAITING REVIEW,Not Applicable,2025-03-04T14:03:04.451000Z,2025-03-04T14:06:26.183000Z,,2025-03-04T14:06:27.039671Z,202.0,NOCODE,331,English,Hinduism,Yes. Public only,21,Male,Asian,United States,United States,United States,English,Yes,Unemployed (and job seeking)
75,2025-03-04 09:01:58,2025-03-04 09:08:25,IP Address,197.90.203.221,100,387,True,2025-03-04 09:08:26,R_8HBuqzMWmPL4JQk,,,,,-26.2198,28.251,anonymous,ZH-T,5fb2727f2942a58418fd0d2b,strongly believe,graduate school (postgraduate),Daily or more,Yes,remain the same,may increase,remain the same,remain the same,may decrease,may decrease,remain the same,very likely to increase,very likely to increase,very likely to increase,remain the same,remain the same,remain the same,remain the same,remain the same,very likely to increase,5fb2727f2942a58418fd0d2b,67c707d26c83bf117f24792b,5fb2727f2942a58418fd0d2b,AWAITING REVIEW,Not Applicable,2025-03-04T14:01:54.402000Z,2025-03-04T14:08:46.775000Z,,2025-03-04T14:08:47.724966Z,413.0,NOCODE,642,English,Hinduism,Yes. Private only,49,Female,Asian,South Africa,South Africa,South Africa,English,No,Full-Time
76,2025-03-04 09:08:27,2025-03-04 09:10:40,IP Address,89.130.242.189,100,132,True,2025-03-04 09:10:40,R_8P5vCPggNNTY1Yk,,,,,40.43,-3.6691,anonymous,ZH-T,65ddeeb544845c2ca218d3d3,strongly disbelieve,graduate school (postgraduate),2-3 times a year,Yes,remain the same,definitely decrease,definitely decrease,definitely decrease,remain the same,remain the same,may increase,remain the same,may increase,remain the same,may increase,may increase,remain the same,remain the same,definitely decrease,definitely decrease,65ddeeb544845c2ca218d3d3,67c709540374e5579d6ab675,65ddeeb544845c2ca218d3d3,AWAITING REVIEW,Not Applicable,2025-03-04T14:08:24.797000Z,2025-03-04T14:10:59.226000Z,,2025-03-04T14:11:00.062389Z,155.0,NOCODE,166,"English, Hindi",Hinduism,Yes. Private only,30,Female,Asian,India,Spain,India,English,Yes,Full-Time
77,2025-03-04 09:08:02,2025-03-04 09:12:07,IP Address,82.39.50.23,100,244,True,2025-03-04 09:12:07,R_2zcJktJUHbFJXvN,,,,,53.3488,-1.4091,anonymous,ZH-T,67767f0ca98d2bbcd8f3a685,strongly believe,undergraduate (college/University),2-3 times a year,Yes,very likely to decrease,definitely increase,may decrease,may increase,very likely to decrease,may increase,definitely increase,definitely increase,definitely increase,may increase,very likely to increase,very likely to increase,definitely increase,very likely to increase,may decrease,very likely to increase,67767f0ca98d2bbcd8f3a685,67c7093736eed15a78e71776,67767f0ca98d2bbcd8f3a685,AWAITING REVIEW,Not Applicable,2025-03-04T14:07:59.461000Z,2025-03-04T14:12:40.110000Z,,2025-03-04T14:12:40.793744Z,281.0,NOCODE,19,English,Hinduism,Yes. Both public and private,36,Female,Asian,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
78,2025-03-04 09:11:14,2025-03-04 09:13:59,IP Address,108.172.42.45,100,164,True,2025-03-04 09:14:00,R_6FJd3j95sqUHMaU,,,,,49.2732,-123.0124,anonymous,ZH-T,6635456c13e30a2710f8832f,somewhat believe,graduate school (postgraduate),2-3 times a year,Yes,very likely to decrease,very likely to decrease,very likely to decrease,very likely to decrease,very likely to decrease,remain the same,very likely to increase,very likely to increase,very likely to increase,very likely to increase,very likely to increase,very likely to increase,very likely to increase,very likely to increase,very likely to decrease,remain the same,6635456c13e30a2710f8832f,67c709f80d6d423cb65bcf23,6635456c13e30a2710f8832f,AWAITING REVIEW,Not Applicable,2025-03-04T14:11:11.070000Z,2025-03-04T14:14:25.234000Z,,2025-03-04T14:14:27.328907Z,195.0,NOCODE,220,"English, Tamil",Hinduism,Yes. Private only,40,Female,Asian,India,Canada,India,Tamil,No,Full-Time
79,2025-03-04 09:07:10,2025-03-04 09:17:28,IP Address,212.205.141.194,100,618,True,2025-03-04 09:17:29,R_81Y2y2jPXEGpwbe,,,,,40.7293,22.9214,anonymous,ZH-T,5d2345cbbfa69200017ad705,somewhat believe,graduate school (postgraduate),Once a week,Yes,remain the same,may decrease,may decrease,very likely to decrease,may decrease,very likely to decrease,may increase,remain the same,may increase,remain the same,may increase,remain the same,remain the same,remain the same,may decrease,may increase,5d2345cbbfa69200017ad705,67c70904d859fc2ffb84aa8d,5d2345cbbfa69200017ad705,AWAITING REVIEW,Not Applicable,2025-03-04T14:07:00.280000Z,2025-03-04T14:20:09.324000Z,,2025-03-04T14:20:10.089868Z,790.0,NOCODE,81,"Greek, English",Hinduism,Yes. Private only,33,Female,White,Greece,Greece,Greece,Greek,No,Full-Time
80,2025-03-04 09:12:15,2025-03-04 09:18:18,IP Address,81.99.120.89,100,362,True,2025-03-04 09:18:19,R_2UcUWV9HJ4zAwMx,,,,,51.6141,-0.3362,anonymous,ZH-T,6763056a47cb69bda8dd9b9e,somewhat believe,undergraduate (college/University),2-3 times a year,Yes,may decrease,very likely to increase,remain the same,very likely to increase,remain the same,definitely increase,very likely to increase,very likely to increase,may increase,very likely to increase,may increase,may increase,remain the same,remain the same,remain the same,may increase,6763056a47cb69bda8dd9b9e,67c70a1e2cfa2b8a3faa1043,6763056a47cb69bda8dd9b9e,AWAITING REVIEW,Not Applicable,2025-03-04T14:12:12.475000Z,2025-03-04T14:18:35.427000Z,,2025-03-04T14:18:36.166509Z,383.0,NOCODE,28,English,Hinduism,Yes. Private only,27,Male,Asian,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
81,2025-03-04 09:02:53,2025-03-04 09:21:02,IP Address,139.222.148.222,100,1089,True,2025-03-04 09:21:03,R_84IVewo1CffRrXy,,,,,52.6267,1.2176,anonymous,ZH-T,6768291022691dbfb82ae03c,somewhat believe,high school,Once a week,,remain the same,may increase,remain the same,may increase,may decrease,may increase,remain the same,may increase,may increase,may increase,remain the same,may increase,remain the same,remain the same,remain the same,remain the same,6768291022691dbfb82ae03c,67c706bee90b319ef30f3818,6768291022691dbfb82ae03c,AWAITING REVIEW,Not Applicable,2025-03-04T13:59:02.915000Z,2025-03-04T14:21:30.949000Z,,2025-03-04T14:21:31.711569Z,1349.0,NOCODE,12,"English, Hindi",Hinduism,Yes. Both public and private,19,Female,Asian,United Kingdom,United Kingdom,India,English,Yes,Part-Time
82,2025-03-04 09:03:39,2025-03-04 09:22:31,IP Address,142.114.141.96,100,1131,True,2025-03-04 09:22:32,R_7IZzS9vIvoFH9zK,,,,,43.8769,-79.0052,anonymous,ZH-T,67bea3f39af90fbe9028f371,strongly believe,undergraduate (college/University),Daily or more,Yes,remain the same,very likely to increase,very likely to decrease,may increase,very likely to decrease,remain the same,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,may decrease,very likely to increase,67bea3f39af90fbe9028f371,67c708258fac7559ee02c42a,67bea3f39af90fbe9028f371,AWAITING REVIEW,Not Applicable,2025-03-04T14:03:27.351000Z,2025-03-04T14:23:11.671000Z,,2025-03-04T14:23:12.384035Z,1185.0,NOCODE,2,"English, Tamil",Hinduism,Yes. Private only,19,Male,Other,Canada,Canada,Sri Lanka,Tamil,Yes,Part-Time
83,2025-03-04 09:20:42,2025-03-04 09:24:36,IP Address,149.241.98.28,100,234,True,2025-03-04 09:24:37,R_8YzI6QFDGUrHlMl,,,,,52.6181,-1.1804,anonymous,ZH-T,5d1c1d0b3c401300176be3df,somewhat believe,undergraduate (college/University),Almost never,Yes,remain the same,may increase,remain the same,may increase,remain the same,may increase,remain the same,may increase,remain the same,may increase,remain the same,may increase,remain the same,may increase,remain the same,may increase,5d1c1d0b3c401300176be3df,67c70c32cfec4e0eb21a9520,5d1c1d0b3c401300176be3df,AWAITING REVIEW,Not Applicable,2025-03-04T14:20:40.734000Z,2025-03-04T14:24:45.983000Z,,2025-03-04T14:24:46.909532Z,246.0,NOCODE,714,English,Hinduism,Yes. Private only,27,Female,Asian,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
84,2025-03-04 09:27:20,2025-03-04 09:30:01,IP Address,142.115.115.131,100,161,True,2025-03-04 09:30:02,R_7NsqSDKPquyuRlT,,,,,45.3295,-75.6156,anonymous,ZH-T,57b87252e163b10001abf331,unsure,graduate school (postgraduate),Once a few months,Yes,may decrease,very likely to decrease,remain the same,remain the same,may decrease,very likely to decrease,may increase,very likely to increase,may increase,very likely to increase,very likely to increase,very likely to increase,may increase,may increase,remain the same,remain the same,57b87252e163b10001abf331,67c70dc58355892a53ae2f68,57b87252e163b10001abf331,AWAITING REVIEW,Not Applicable,2025-03-04T14:27:17.900000Z,2025-03-04T14:31:18.581000Z,,2025-03-04T14:31:19.723329Z,241.0,NOCODE,273,"English, Tamil, Hindi, German",Hinduism,Yes. Private only,61,Male,Asian,India,Canada,Canada,Tamil,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
85,2025-03-04 09:30:13,2025-03-04 09:34:30,IP Address,113.148.194.128,100,257,True,2025-03-04 09:34:32,R_9SrVfAEPyTbouJz,,,,,34.7956,135.3508,anonymous,ZH-T,6664707107e75330a8b52bca,strongly believe,undergraduate (college/University),Once a week,Yes,may decrease,may decrease,definitely increase,definitely increase,definitely increase,definitely increase,remain the same,remain the same,very likely to increase,very likely to increase,may increase,may increase,remain the same,remain the same,definitely increase,definitely increase,6664707107e75330a8b52bca,67c70c8f223cd9fa1f3bb02a,6664707107e75330a8b52bca,AWAITING REVIEW,Not Applicable,2025-03-04T14:30:04.247000Z,2025-03-04T14:35:39.722000Z,,2025-03-04T14:35:42.486457Z,336.0,NOCODE,33,"English, Japanese",Hinduism,Yes. Private only,48,Male,Other,Japan,Japan,India,English,No,Unemployed (and job seeking)
